,fed_party,potus_party,recess,mom,pce,ue,cars,house,cli,exports,rgdp,gdpd,veloc,ffr,mich,d_pce,d_ue,d_cars,d_house,d_cli,d_exports,d_rgdp,d_gdpd,d_veloc,d_ffr,d_mich,b0_spx,b0_usd,b0_loan,b1_spx,b1_usd,b1_loan
1989-10-04,1.0,1.0,0.0,0.0,3.94,5.3,13.581,1410.0,99.70527,6.2,0.8,2.9,7.283,9.0,3.6,-0.010000000000000231,0.09999999999999964,-2.966000000000001,78.0,0.016949999999994247,2.1000000000000005,-2.2,-0.10000000000000009,-0.02400000000000002,0.0,0.10000000000000009,351.2333553035085,103.22729191663788,10.5,-0.1406464195609317,-0.0747457185784601,0.0
1989-11-15,1.0,1.0,0.0,0.0,3.92,5.4,13.37,1351.0,99.72887,6.2,0.8,2.9,7.283,9.0,3.5,-0.03000000000000025,0.20000000000000018,-3.1770000000000014,19.0,0.04054999999999609,2.1000000000000005,-2.2,-0.10000000000000009,-0.02400000000000002,0.0,0.0,353.123561790751,103.01905975431475,10.5,-0.1723824369000604,-0.06888975555143917,0.0
1989-12-20,1.0,1.0,0.0,0.0,3.94,5.4,13.55,1251.0,99.75903,6.2,0.8,2.9,7.283,8.5,3.5,-0.010000000000000231,0.20000000000000018,-2.997,-81.0,0.07070999999999117,2.1000000000000005,-2.2,-0.10000000000000009,-0.02400000000000002,-0.5,0.0,349.03760952640755,102.97434023962528,10.5,-0.050860649257177946,-0.06604152277502134,0.0
1990-02-08,1.0,1.0,0.0,-1.0,3.82,5.3,14.363,1437.0,99.82359,18.5,4.4,4.4,7.356,8.25,4.1,-0.1200000000000001,0.0,0.782,27.0,0.1183199999999971,12.3,3.6000000000000005,1.5000000000000004,0.07299999999999951,-0.75,0.49999999999999956,345.08618398714464,99.87714244938698,10.652310924369749,-0.04244065876276022,-0.07096424219598459,-0.004646773963822817
1990-03-28,1.0,1.0,0.0,0.0,3.95,5.2,14.486,1289.0,99.82265,18.5,4.4,4.4,7.356,8.25,3.7,0.03000000000000025,-0.20000000000000018,1.1160000000000014,-62.0,0.09377999999999531,12.3,3.6000000000000005,1.5000000000000004,0.07299999999999951,-0.25,0.20000000000000018,349.72066046450317,94.59779392530938,10.516176470588235,-0.1660331142541265,-0.01773072201851472,-0.0057577268195413735
1990-05-16,1.0,1.0,0.0,0.0,3.8,5.4,14.022,1212.0,99.5741,5.1,1.5,4.6,7.391,8.25,3.4,-0.050000000000000266,0.0,-2.2859999999999996,-339.0,-0.2191399999999959,-13.4,-2.9000000000000004,0.1999999999999993,0.03500000000000014,0.0,-0.6999999999999997,330.52744113697725,92.9457871124524,10.0,0.0917753168803439,0.0017406964027004686,0.0
1990-07-05,1.0,1.0,0.0,0.0,3.96,5.5,14.081,1171.0,98.88528,3.1,0.3,3.5,7.377,8.25,3.4,0.009999999999999787,0.2999999999999998,-0.40500000000000114,-118.0,-0.9373700000000014,-15.4,-4.1000000000000005,-0.9000000000000004,0.020999999999999908,0.0,-0.30000000000000027,333.03793299057907,94.1079254663291,10.0,0.24431219194676004,-0.021642656737864006,0.0
1990-08-22,1.0,1.0,1.0,0.0,4.14,5.7,13.859,1115.0,98.40642,3.1,0.3,3.5,7.377,8.25,4.6,0.23999999999999977,0.2999999999999998,-0.4220000000000006,-133.0,-1.3403100000000023,-1.9999999999999996,-1.2,-1.0999999999999996,-0.014000000000000234,0.0,0.9999999999999996,350.53266459232617,93.92102875589323,10.0,0.02666468259667148,-0.05389152915877441,0.0
1990-10-03,1.0,1.0,1.0,0.0,4.13,5.9,14.298,1110.0,97.9221,3.1,0.3,3.5,7.377,8.0,4.7,0.18999999999999995,0.7000000000000002,0.1490000000000009,-67.0,-1.3629200000000026,-1.9999999999999996,-1.2,-1.0999999999999996,-0.014000000000000234,-0.25,0.9000000000000004,373.6208096031381,92.7425503963182,10.0,-0.5499482344331402,-0.07151167575763914,0.0
1990-11-14,1.0,1.0,1.0,0.0,3.88,6.2,13.134,1145.0,97.21283,3.6,-3.6,3.0,7.303,8.0,4.7,-0.08000000000000007,0.7000000000000002,-0.9469999999999992,-26.0,-1.6724499999999978,0.5,-3.9,-0.5,-0.07399999999999984,-0.25,1.3000000000000003,350.29143333114496,89.05105073111397,10.0,-0.4658269097909951,-0.060348241523771995,0.0
1990-12-18,1.0,1.0,1.0,-1.0,3.84,6.3,12.958,969.0,97.09945,3.6,-3.6,3.0,7.303,7.5,4.7,-0.2999999999999998,0.5999999999999996,-0.9009999999999998,-146.0,-1.3069699999999926,0.5,-3.9,-0.5,-0.07399999999999984,-0.75,0.10000000000000053,313.05988025825565,86.45109717104614,10.0,0.03500417674849344,-0.0443854949868586,0.0
1991-02-07,1.0,1.0,1.0,-1.0,3.73,6.6,12.409,965.0,97.38148,2.5,-1.9,4.0,7.247,7.0,3.4,-0.2799999999999998,0.6999999999999993,-1.3399999999999999,-49.0,-0.12068000000000723,-1.1,1.7000000000000002,1.0,-0.05600000000000005,-1.0,-1.4,304.4590987389829,82.40187831205479,10.168907563025211,0.27034288913567606,0.006971438524305708,-0.00535536248397664
1991-03-27,1.0,1.0,1.0,0.0,3.43,6.8,12.848,921.0,97.7066,2.5,-1.9,4.0,7.247,6.25,3.3,-0.44999999999999973,0.5999999999999996,-0.2859999999999996,-224.0,0.4937699999999978,-1.1,1.7000000000000002,1.0,-0.05600000000000005,-1.25,-1.4000000000000004,311.70889846417083,81.8795076578605,10.128571428571428,0.5448442227377578,0.03075182205284954,-0.011508332146417886
1991-05-15,1.0,1.0,0.0,0.0,3.45,6.9,12.487,996.0,98.4444,15.4,3.2,3.0,7.212,6.0,3.1,-0.36999999999999966,0.5,0.6579999999999995,198.0,1.282910000000001,12.9,5.1,-1.0,-0.03500000000000014,-1.0,-0.7999999999999998,340.98084220565664,80.21783552410223,9.388865546218486,0.4259492542444515,0.11800562906530128,-0.005950007121492663
1991-07-05,1.0,1.0,0.0,0.0,3.1,6.8,12.972,1063.0,99.03812,9.8,2.0,3.2,7.166,5.75,3.1,-0.33000000000000007,0.0,0.12399999999999878,142.0,1.3315200000000118,7.300000000000001,3.9,-0.7999999999999998,-0.08099999999999952,-0.5,-0.19999999999999973,374.98836531438747,87.9503149176846,9.105882352941176,0.04021712676562941,0.0696343102324062,-0.006281156530408772
1991-08-21,1.0,1.0,0.0,0.0,2.91,6.9,12.565,1049.0,99.17667,9.8,2.0,3.2,7.166,5.75,3.2,-0.43999999999999995,0.20000000000000018,0.5269999999999992,48.0,1.101389999999995,-5.6,-1.2000000000000002,0.20000000000000018,-0.045999999999999375,-0.25,0.0,376.04474330870045,93.0267688206264,8.641806722689076,0.0699138689713504,0.015014168679960383,-0.001762569434553482
1991-10-02,1.0,1.0,0.0,0.0,2.9,6.9,13.107,1015.0,99.20341,9.8,2.0,3.2,7.166,5.5,3.0,-0.33000000000000007,0.0,0.3879999999999999,-21.0,0.4223100000000102,-5.6,-1.2000000000000002,0.20000000000000018,-0.045999999999999375,-0.25,-0.2999999999999998,376.73956088538927,96.4051595992401,8.610714285714286,0.12003733237369359,-0.04497137576354366,-0.0030871670702179157
1991-11-06,1.0,1.0,0.0,0.0,2.97,7.0,12.576,1103.0,99.07494,9.3,1.4,2.4,7.058,5.25,2.9,-0.1299999999999999,0.20000000000000018,-0.395999999999999,40.0,0.03681999999999164,-0.5,-0.6000000000000001,-0.8000000000000003,-0.10800000000000054,-0.5,-0.20000000000000018,383.9050136277655,95.03430655984317,8.647478991596639,0.045239052217649636,-0.047265709432980356,-0.006202820111095283
1991-12-18,1.0,1.0,0.0,-1.0,3.0,7.3,12.658,1079.0,99.03893,9.3,1.4,2.4,7.058,4.75,2.7,0.08999999999999986,0.39999999999999947,0.09299999999999997,30.0,-0.13774000000000797,-0.5,-0.6000000000000001,-0.8000000000000003,-0.10800000000000054,-1.0,-0.5,391.1108668607824,93.5278937940838,8.515756302521009,-0.08385599927164653,-0.06072772930293589,-0.009809856145848166
1992-02-06,1.0,1.0,0.0,0.0,2.9,7.4,12.927,1250.0,99.21394,7.4,4.9,1.5,6.886,4.5,2.6,0.06999999999999984,0.40000000000000036,0.7099999999999991,171.0,0.06273999999999091,-1.9000000000000004,3.5000000000000004,-0.8999999999999999,-0.1719999999999997,-0.75,-0.6000000000000001,376.806541365936,90.25760039000951,8.221218487394959,0.31204409689632245,-0.04937251625772789,-0.01628329297820823
1992-04-01,1.0,1.0,0.0,0.0,2.99,7.4,12.824,1297.0,99.38452,7.4,4.9,1.5,6.886,4.0,2.6,-0.009999999999999787,0.10000000000000053,0.16600000000000037,218.0,0.3455900000000014,-1.9000000000000004,3.5000000000000004,-0.8999999999999999,-0.1719999999999997,-0.75,-0.10000000000000009,395.7613444865251,84.10531120620855,7.108823529411765,0.1786611531198815,0.054946300993955886,-0.007328015952143569
1992-05-20,1.0,1.0,0.0,0.0,2.8,7.6,13.098,1214.0,99.63816,0.2,4.4,2.4,6.814,4.0,2.9,-0.08000000000000007,0.2999999999999998,0.5070000000000014,38.0,0.5501100000000037,-7.2,-0.5,0.8999999999999999,-0.07200000000000006,-0.5,0.19999999999999973,410.9788122609884,87.74730301223883,6.5,-0.011525228739701625,0.021126758894372287,0.0
1992-07-02,1.0,1.0,0.0,0.0,2.8,7.8,13.543,1145.0,99.66827,0.2,4.4,2.4,6.814,3.75,3.1,-0.1900000000000004,0.39999999999999947,0.7189999999999994,-152.0,0.28375000000001194,-7.2,-0.5,0.8999999999999999,-0.07200000000000006,-0.25,0.5,407.45207736231697,91.48811397712771,6.5,0.03237898587127844,-0.04985693048809418,0.0
1992-08-19,1.0,1.0,0.0,-1.0,2.75,7.6,12.873,1226.0,99.64877,8.8,4.0,2.0,6.735,3.25,2.8,-0.18999999999999995,0.1999999999999993,0.3229999999999986,127.0,0.10923999999999978,8.600000000000001,-0.40000000000000036,-0.3999999999999999,-0.07899999999999974,-0.75,-0.20000000000000018,410.13855388224624,90.3082309690844,6.659453781512605,0.05370633052363547,-0.08340683765788988,-0.0059784930921521155
1992-10-07,1.0,1.0,0.0,0.0,2.64,7.3,13.655,1244.0,99.78661,2.0,4.2,2.8,6.584,3.25,2.8,-0.1599999999999997,-0.5,0.1120000000000001,99.0,0.11833999999998923,1.8,-0.20000000000000018,0.3999999999999999,-0.23000000000000043,-0.5,-0.30000000000000027,409.00430052941584,84.41141287539185,6.340336134453781,0.09753713777577708,-0.033826816647400164,-0.0040592508189716565
1992-11-18,1.0,1.0,0.0,0.0,2.61,7.4,13.218,1214.0,99.9353,2.0,4.2,2.8,6.584,3.0,2.9,-0.20999999999999996,-0.2999999999999998,0.3650000000000002,75.0,0.2772199999999998,-6.800000000000001,0.20000000000000018,0.7999999999999998,-0.1510000000000007,-0.25,0.19999999999999973,417.3961058159836,79.25910639081683,6.0,-0.014214023187482612,0.06975877661597028,0.0
1992-12-23,1.0,1.0,0.0,0.0,2.5,7.4,13.784,1227.0,100.0685,2.0,4.2,2.8,6.584,3.0,2.8,-0.25,-0.1999999999999993,0.9110000000000014,1.0,0.41973000000000127,-6.800000000000001,0.20000000000000018,0.7999999999999998,-0.1510000000000007,-0.25,0.0,409.779313185235,79.2363648550851,6.0,0.17860014404331645,0.11203141271550163,0.0
1993-02-04,1.0,0.0,0.0,0.0,2.51,7.1,12.969,1210.0,100.1166,0.9,0.7,2.3,6.508,3.0,3.2,-0.13000000000000034,-0.20000000000000018,-0.6859999999999999,-34.0,0.32999000000000933,-1.1,-3.5,-0.5,-0.07599999999999962,0.0,0.40000000000000036,411.2197444114364,85.79023911291812,6.0,0.27539669895864843,0.06721856666416069,0.0
1993-03-24,1.0,0.0,0.0,0.0,2.45,7.0,13.326,1083.0,100.0243,0.9,0.7,2.3,6.508,3.0,3.1,-0.1599999999999997,-0.40000000000000036,0.10800000000000054,-131.0,0.08899999999999864,-1.1,-3.5,-0.5,-0.07599999999999962,0.0,0.20000000000000018,429.8434755854246,90.10222256444081,6.0,0.1594012346418473,0.038523791070983436,0.0
1993-05-19,1.0,0.0,0.0,0.0,2.57,7.1,14.519,1260.0,99.73032,4.9,2.3,2.4,6.406,3.0,2.9,0.06999999999999984,-0.20000000000000018,1.0619999999999994,50.0,-0.4031799999999919,4.0,1.5999999999999999,0.10000000000000009,-0.10200000000000031,0.0,0.0,442.6074030002626,94.20888292328651,6.0,0.018349064831176164,-0.035248121775855415,0.0
1993-07-08,1.0,0.0,0.0,0.0,2.5,6.9,14.451,1254.0,99.52399,-1.1,1.9,2.4,6.289,3.0,3.0,0.04999999999999982,-0.09999999999999964,1.125,171.0,-0.5003099999999989,-2.0,1.2,0.10000000000000009,-0.2190000000000003,0.0,-0.10000000000000009,446.66771349225723,91.80948679306928,6.0,-0.0069189563094338,-0.007400498894812566,0.0
1993-08-18,1.0,0.0,0.0,0.0,2.49,6.8,13.584,1300.0,99.53692,-1.1,1.9,2.4,6.289,3.0,3.2,-0.029999999999999805,-0.2999999999999998,-0.9429999999999996,42.0,-0.3515600000000063,-6.0,-0.3999999999999999,0.0,-0.11699999999999999,0.0,0.20000000000000018,442.25564550832536,88.58084861691259,6.0,0.0674587780586115,0.060202112647478816,0.0
1993-09-22,1.0,0.0,0.0,0.0,2.53,6.7,13.99,1343.0,99.64192,-1.1,1.9,2.4,6.289,3.0,3.0,-0.040000000000000036,-0.39999999999999947,-0.5289999999999999,83.0,-0.08840000000000714,-6.0,-0.3999999999999999,0.0,-0.11699999999999999,0.0,0.10000000000000009,444.3476342722148,91.90079047579725,6.0,0.11939630023503692,0.017021224078010086,0.0
1993-11-17,1.0,0.0,0.0,0.0,2.43,6.6,14.882,1376.0,100.0666,13.5,5.6,2.2,6.25,3.0,2.8,-0.06999999999999984,-0.3000000000000007,0.43099999999999916,122.0,0.5426099999999963,14.6,3.6999999999999997,-0.19999999999999973,-0.0389999999999997,0.0,-0.20000000000000018,449.0225761477687,93.65723973763089,6.0,0.15725300186737504,-0.0032704039153813743,0.0
1993-12-22,1.0,0.0,0.0,0.0,2.4,6.5,15.004,1533.0,100.3299,13.5,5.6,2.2,6.25,3.0,3.0,-0.0900000000000003,-0.2999999999999998,1.42,233.0,0.79298,14.6,3.6999999999999997,-0.19999999999999973,-0.0389999999999997,0.0,-0.20000000000000018,459.6106523273372,91.46069866468928,6.0,0.047383880723899756,0.03994828373461158,0.0
1994-02-04,1.0,0.0,0.0,0.0,2.35,6.6,15.52,1337.0,100.7775,4.0,3.9,1.9,6.264,3.0,2.8,-0.14000000000000012,-0.20000000000000018,0.609,-55.0,0.9485800000000069,-9.5,-1.6999999999999997,-0.30000000000000027,0.014000000000000234,0.0,-0.5,460.40623626708987,93.44448707644679,6.0,0.10839309355520223,0.030569152440835967,0.0
1994-03-22,1.0,0.0,0.0,1.0,2.41,6.5,15.301,1564.0,100.9285,4.0,3.9,1.9,6.264,3.25,3.0,-0.020000000000000018,-0.09999999999999964,0.4190000000000005,188.0,0.8619000000000057,-9.5,-1.6999999999999997,-0.30000000000000027,0.014000000000000234,0.25,0.20000000000000018,465.89055986164,96.27113424669794,6.0,0.04650669399446756,-0.010153105930968919,0.0
1994-05-17,1.0,0.0,0.0,1.0,2.27,6.1,14.577,1526.0,101.0682,14.2,5.5,1.9,6.339,3.5,3.1,-0.08999999999999986,-0.5,-0.8019999999999996,254.0,0.4917999999999978,10.2,1.6,0.0,0.07500000000000018,0.5,0.30000000000000027,479.24541100253583,96.52381070882333,5.781512605042017,-0.3091203323101288,-0.03142763650446192,0.007406352371457057
1994-07-06,1.0,0.0,0.0,1.0,2.35,6.1,14.875,1439.0,101.0295,15.8,2.4,2.3,6.369,4.25,2.9,-0.06000000000000005,-0.40000000000000036,-0.42600000000000016,-125.0,0.10099999999999909,11.8,-1.5,0.3999999999999999,0.10499999999999954,1.0,-0.10000000000000009,458.0604873529001,95.13866040205755,5.94296218487395,-0.07302918123767635,-0.036244206495764514,0.013429354792764563
1994-08-16,1.0,0.0,0.0,0.0,2.34,6.0,15.359,1450.0,100.9774,15.8,2.4,2.3,6.369,4.25,3.1,0.040000000000000036,-0.40000000000000036,-0.6540000000000017,-15.0,-0.04729999999999279,1.6000000000000014,-3.1,0.3999999999999999,0.02999999999999936,0.75,0.10000000000000009,448.9049010974018,93.99080710531283,6.810504201680672,0.06446188299290194,-0.04644011277586044,0.005170203674690216
1994-09-27,1.0,0.0,0.0,1.0,2.32,5.9,15.274,1474.0,100.9099,15.8,2.4,2.3,6.369,4.75,3.4,0.04999999999999982,-0.1999999999999993,0.6969999999999992,-52.0,-0.1583000000000112,1.6000000000000014,-3.1,0.3999999999999999,0.02999999999999936,0.5,0.2999999999999998,449.6907321064412,91.84764260043617,7.086134453781513,0.16186623300960684,-0.038013031849102534,0.005625979205241417
1994-11-15,1.0,0.0,0.0,0.0,2.28,5.6,15.89,1511.0,100.683,9.6,4.7,2.2,6.479,4.75,3.2,-0.07000000000000028,-0.5,1.0150000000000006,72.0,-0.3464999999999918,-6.200000000000001,2.3000000000000003,-0.09999999999999964,0.11000000000000032,0.5,0.30000000000000027,459.7358465755687,90.0122648511614,7.343487394957982,0.06826580000337977,-0.03452493455433435,0.0047535963537957545
1994-12-20,1.0,0.0,0.0,1.0,2.25,5.5,15.584,1455.0,100.4894,9.6,4.7,2.2,6.479,5.5,3.0,-0.08999999999999986,-0.5,0.22499999999999964,5.0,-0.48799999999999955,-6.200000000000001,2.3000000000000003,-0.09999999999999964,0.11000000000000032,0.75,-0.10000000000000009,471.84817384351203,87.56491132463728,7.510819327731093,-0.15353835735747554,0.004840544067782702,0.007579048568579974
1995-02-01,1.0,0.0,0.0,0.0,2.35,5.6,14.801,1407.0,100.233,7.9,1.4,2.2,6.55,5.5,3.0,0.0900000000000003,-0.20000000000000018,-1.093,-43.0,-0.5865000000000009,-1.6999999999999993,-3.3000000000000003,0.0,0.07099999999999973,0.75,0.0,461.1147744058561,86.79648664779022,7.714075630252101,-0.0013556846202462279,0.020857148088293018,0.008727389260789059
1995-03-28,1.0,0.0,0.0,1.0,2.25,5.4,15.256,1249.0,99.5694,7.9,1.4,2.2,6.55,6.0,3.2,-0.029999999999999805,-0.1999999999999993,-0.6340000000000003,-262.0,-1.1136000000000053,-1.6999999999999993,-3.3000000000000003,0.0,0.07099999999999973,0.5,0.0,446.96785638632895,90.77287290557092,8.355252100840335,0.41655675912239554,-0.05745646568160334,0.006227745335422305
1995-05-23,1.0,0.0,0.0,0.0,2.27,5.6,14.806,1314.0,98.99206,5.7,1.2,1.9,6.614,6.0,3.0,-0.08000000000000007,0.0,0.004999999999999005,-93.0,-1.240940000000009,-2.2,-0.19999999999999996,-0.30000000000000027,0.06400000000000006,0.5,0.0,468.52009531229487,87.5650934171276,8.843487394957984,0.4836560026428801,-0.05860931957197601,0.0019406067511750463
1995-07-06,1.0,0.0,0.0,0.0,2.16,5.7,14.7,1461.0,98.72388,18.5,3.5,2.0,6.714,6.0,2.9,-0.08999999999999986,0.2999999999999998,-0.5560000000000009,212.0,-0.8455200000000076,10.6,2.1,-0.20000000000000018,0.1640000000000006,0.0,-0.30000000000000027,488.7229769666656,82.90112258205896,9.0,0.4956937763022314,-0.00904907016838366,0.0
1995-08-22,1.0,0.0,0.0,-1.0,2.21,5.7,15.368,1416.0,98.66234,18.5,3.5,2.0,6.714,5.75,2.9,-0.10000000000000009,-0.09999999999999964,0.9900000000000002,149.0,-0.5845099999999945,12.8,2.3,0.10000000000000009,0.10000000000000053,-0.25,-0.3999999999999999,513.7808716333213,81.90674854887634,9.080882352941178,0.4581165621786982,0.0071424301423470915,-0.0029376157242558035
1995-09-26,1.0,0.0,0.0,0.0,2.23,5.6,15.338,1369.0,98.60894,18.5,3.5,2.0,6.714,5.75,2.8,-0.040000000000000036,0.0,0.532,55.0,-0.383119999999991,12.8,2.3,0.10000000000000009,0.10000000000000053,-0.25,-0.20000000000000018,532.1782809986787,80.66793374454274,9.0,0.3934916029151662,0.04524938803149703,-0.0028129896026207087
1995-11-15,1.0,0.0,0.0,0.0,2.27,5.6,15.38,1452.0,98.54256,5.8,2.7,1.9,6.86,5.75,2.8,0.10999999999999988,-0.10000000000000053,0.6800000000000015,-9.0,-0.18131999999999948,-12.7,-0.7999999999999998,-0.10000000000000009,0.1459999999999999,0.0,-0.10000000000000009,553.2435966684037,83.53742522552234,8.75,0.3360577755955069,0.011482189326795003,0.0
1995-12-19,1.0,0.0,0.0,0.0,2.31,5.6,16.262,1431.0,98.5592,5.8,2.7,1.9,6.86,5.75,2.7,0.10000000000000009,-0.10000000000000053,0.8940000000000001,15.0,-0.10313999999999623,-12.7,-0.7999999999999998,-0.10000000000000009,0.1459999999999999,0.0,-0.19999999999999973,561.0128034832097,85.55062647907674,8.75,0.4384925328298028,-0.013924584920513981,0.0
1996-01-31,1.0,0.0,0.0,-1.0,2.25,5.6,14.812,1467.0,98.62561,4.9,3.0,1.9,7.016,5.5,2.8,-0.06999999999999984,0.09999999999999964,-0.049000000000001265,98.0,0.06152999999999054,-0.8999999999999995,0.2999999999999998,0.0,0.1559999999999997,-0.25,-0.10000000000000009,580.7373088163489,83.40105513885241,8.831932773109244,0.3480202785025225,0.021910618329859747,-0.0028129896026207087
1996-03-26,1.0,0.0,0.0,-1.0,2.26,5.5,16.044,1424.0,98.91733,4.9,3.0,1.9,7.016,5.25,2.9,-0.010000000000000231,-0.09999999999999964,0.6639999999999997,-28.0,0.37477000000001226,-0.8999999999999995,0.2999999999999998,0.0,0.1559999999999997,-0.5,0.10000000000000009,602.7122996097854,84.82415126832593,8.74390756302521,0.43364429503759916,0.01720068952905165,-0.00513103546503347
1996-05-21,1.0,0.0,0.0,0.0,2.25,5.6,15.993,1504.0,99.26136,6.7,6.8,1.7,7.18,5.25,3.1,0.0,0.0,1.181000000000001,37.0,0.6357500000000016,1.7999999999999998,3.8,-0.19999999999999996,0.1639999999999997,-0.25,0.30000000000000027,637.1681344424977,86.18861064109481,8.335504201680672,0.14760178475107602,0.012860753002745386,-0.0010575416607320894
