,0,1,2,3,4,5,6,7,8,9,10,11,target
1989-10-04,0.4898396123976476,-2.69595848824745,-1.3894200872463784,-0.6852769084047577,-1.5404075951322738,-0.4942140463854636,0.9382134948152261,0.9477482403736226,-1.4419708889477927,-1.733018316749283,-0.9505914946717541,-0.08770138353881192,1.0
1989-11-15,0.5724660762635245,-2.810873237321875,-1.054452759616346,-1.3278576327833338,-1.2091126273559605,-1.1447582670300627,0.16178218542560605,0.8659934320349412,-1.1799863427316668,-1.2344828624296853,-2.15891168195478,-0.5489995069812657,1.0
1989-12-20,1.1220953813159662,-2.4219199752767198,-1.5776626552057915,-1.264632554505079,-1.1571229458662082,-1.042357257940118,0.629548178509806,0.63016412643124,-1.3988501800032274,-1.6259899478496926,-0.9838306484499135,0.4770288694761573,0.0
1990-02-08,0.19926632115180593,-2.961907167679298,-5.116019130535508,-0.4560427328942011,2.0400982865562294,-1.418777432792672,0.9050735642132499,-0.623437179493462,0.4473038374504518,0.7127562200265254,-1.1999955184404087,0.1791004601417874,1.0
1990-03-28,0.17219178936435198,-2.889699022335364,-0.8557850233873774,-1.9649952306680358,-1.0732978965245998,-0.959664089651983,0.113933284488676,-0.44451903663434955,-0.7925682303980356,-3.1019657887187826,0.10744003439616759,0.5217908888657942,1.0
1990-05-16,0.9152063728468642,-2.5859614509052093,-0.6913000633271743,-1.357785371737868,-1.6216458345282483,-1.0397478759267338,0.4441872815650269,0.8592126114565318,-1.8270023363482633,-1.6738607476855274,-0.20459640613813387,0.7654313412185685,1.0
1990-07-05,0.1796545800606799,-2.552383345150121,-0.9421521135987878,-2.0101949744341687,-0.5816674599338199,-1.4604705876991375,0.020070448448295947,-0.07075672617406456,-1.5220733847677037,-1.196473044743369,-0.870785650166016,-0.49655822837422503,1.0
1990-08-22,3.16733319746118,-3.3522630379756824,-0.3816290766678119,-2.893794552384922,0.5099202372469042,-0.4313040826486707,-0.34265765181989055,-1.1095114594582562,-3.274162951184851,-0.1646900414592478,-3.1238578831037715,0.1111853891574285,1.0
1990-10-03,3.078909457281232,-2.7091382078723854,-1.3771440682564215,-2.9276240597495167,0.8625713852048704,0.2487553473772248,0.5748690250304072,-0.9285837536451003,-3.7906336499033775,-0.7146256221280551,-1.2468344561310065,0.18298213087264828,1.0
1990-11-14,4.000302161809618,-2.5921654265525205,-0.7191022624488209,-2.8522235583563478,0.08051875411882262,0.9450491437120644,0.4669963502375185,0.13579916627045127,-4.0465661335184135,-0.591406798324749,-2.0433238998574095,0.7676952017734608,0.0
1990-12-18,5.455072590715087,-2.9169938840516942,-2.305674518383749,-2.278674290108534,2.0876579450347146,0.897472492066765,0.9246689957252908,-1.5958291708625587,-1.9297403774332655,0.5313661084306486,-0.6743337973014806,1.5410661193344999,0.0
1991-02-07,5.848128002827832,-2.425758954550799,-3.0375518838455338,-2.2476652213594845,2.6839407242307587,0.5906249031874382,1.2534926990447162,-1.6481239373798926,-1.4293478688115164,-0.548124873573338,0.4398378107436813,1.7799620606156719,1.0
1991-03-27,4.161233151819762,-0.4577756887762085,-2.6831281753810745,-2.258688563915872,0.7931681542812289,1.0371649505434322,1.600715390429105,-0.03520855839396213,-3.7293081088183317,-1.1299849725930526,2.186677046013658,0.20212729571336738,1.0
1991-05-15,0.7266424471058495,-0.4106343819577011,-2.2247828472383344,-1.9406817201569604,-0.18823333995754934,0.3525373266627696,0.5186423847467212,0.47595167683166767,-0.6024298495170453,-1.831356568503823,0.45159125643909687,-0.9379136025463257,1.0
1991-07-05,0.6653634061313787,-0.44852539772014394,-1.6872198079587564,-1.7311408943859428,-0.814391277178152,0.02521859973318532,0.20715320572604476,0.6961428746299632,-1.1904364288123486,-1.4220977634332426,0.45609670172804617,-0.5147115304021547,1.0
1991-08-21,0.7483355479584914,-0.6044088809396259,-1.4991389292475295,-1.212174275442035,-1.2774205100267393,0.18609565708761378,-0.06975582347547352,1.9187177643460775,-1.6210964259970442,-0.9627932682714901,-0.9145790624007067,0.813032922619876,1.0
1991-10-02,1.1999796058250787,-0.48007699507157164,-1.8248957338410388,-1.1027690137916661,-0.6557876337563645,-0.6166099632534238,-0.09990297886040049,0.9380261245926473,-0.913710297465697,-1.1985222931750297,-0.3835972968067757,0.373847830627113,1.0
1991-11-06,1.5974915817618784,-0.31294958438207415,-1.1276275696932976,-1.3118375729422336,-0.9285157047919027,-0.43920536881831657,-0.45614113157809627,0.8543118706408254,-0.6244154442658102,-1.0369094809351522,-0.6330425075767491,-0.41523780906977165,0.0
1991-12-18,3.0188600559692578,-0.968579598920834,-2.9059360569795727,-0.07297189402442873,1.0439806111500318,-0.6594888368756666,-0.041250283645850955,-0.11563828117064587,1.4398222135852632,0.4078542948754329,-0.013844318071711688,1.3375522613347588,1.0
1992-02-06,2.048328238736899,0.6765131350458559,-2.235325785680995,-0.6845472496628454,-0.5419468394374998,-0.3748665627098212,-0.09213150203530256,1.020280748721391,-0.09291291687371002,-1.2799674173602438,0.31978706324922906,-0.25205998715042277,1.0
1992-04-01,0.6909784077689772,0.4558530014095304,-1.5372178514509782,-0.95299741919075,-0.45914686058394766,-0.3332287288182754,-0.41733225406280683,0.46340669511253973,-0.342871338310385,-0.9931307168221305,1.2345034573497458,-1.1636972191693176,1.0
1992-05-20,0.6937414916694815,0.17081083513108045,-1.0380661602693746,-0.9505085607558501,-0.9420268874944083,-0.1090252780300098,-0.9108941477547092,1.3984889553652058,-0.9974449043097753,-0.8734271343851013,-0.39381796119965984,0.11112100518051132,1.0
1992-07-02,0.8333715359024574,0.09623487473503123,-1.0536898861131139,-1.0406437155539776,-0.5802680415790394,-0.3143374543665979,-1.1329906931805966,0.9304512327406489,-0.7418623762249468,-0.650388030306124,-0.8031943100263603,0.13281853845900643,0.0
1992-08-19,2.5987813041966668,-0.2285911905883521,-2.9676833418220796,0.060179861999004915,1.1706768460629098,-0.0334942795998492,-0.5761050061913028,0.015659733943392467,1.7201009712966684,0.33327620488048093,0.11323084871717509,1.2676689971346444,1.0
1992-10-07,0.47326652603171204,0.6258073817353983,-0.9444777201245442,-1.2719130932274874,-0.894433312281076,0.26834299971268194,-1.101250383743633,0.4014516954785462,-0.6897540924817552,-1.0422151672790365,0.7392411453153409,-0.1943165663578703,1.0
1992-11-18,0.5807850128532955,0.6387469762417545,-0.8177613645219839,-1.2222586814098766,-0.3388731009817312,-0.5120401810673401,-0.9140011876500546,0.30157488093928,-0.4949307717086825,-1.3729519970512076,1.8184610979254492,-0.9631312706991195,1.0
1992-12-23,0.3330338185116034,0.4156240081356602,-0.8862367925888626,-0.7820153572432806,-0.7544933658144115,0.07501526246708443,-0.8365124271463068,0.8653291220797817,-0.6707496562997547,-1.0483449614907376,0.9310037047677987,-0.3783017772994281,1.0
1993-02-04,0.42492512304708774,0.9636859276457589,0.6195149493855812,-1.436652930486733,-1.3493587489703909,-0.5883793584596887,0.5578638491222606,0.057229167673600624,0.26620127389391574,0.23322564194576187,0.27134674777482015,-0.5681363711436545,1.0
1993-03-24,0.30618622532796247,0.9540174528443054,0.36629804447488656,-1.5858783115180741,-1.1287514123998617,-0.36028391095785806,0.6804757249514533,-0.09900563215685187,0.11945998293431939,-0.021324665269439234,-0.095179028934236,-0.37082399236733954,1.0
1993-05-19,-0.38735167763102,0.9904597163512248,-0.42875010605599767,-1.1679612097586574,-0.4557738868905385,-0.28275345079700076,0.8141597316046473,0.6928908543852118,0.2908461174824291,0.4838322682630155,-0.8874807191968638,-0.3004881229280341,1.0
1993-07-08,-0.15536841641962315,0.797621433189304,0.17391232339164642,-1.6795318874676177,-0.747567468609982,-0.7057398133903601,0.46734465901378675,-0.2783703799486041,0.2511561059782804,0.26310390918528337,-0.40873176594521304,-1.0008338822052518,1.0
1993-08-18,0.421672948676856,0.7312093102928419,0.5132328281789499,-1.3159399902716808,-1.01570644844217,-0.3692501839117386,0.9969522943211411,0.5130245294660404,0.15439088453070163,-0.17165329603498708,0.22713421485446733,-0.4810172658273991,1.0
1993-09-22,-0.1847093802209995,0.7105205945549371,-0.14270056480903578,-1.0437437755867658,-0.7380453092275404,-0.5319028492665576,0.6732592763760885,0.8850783062981425,0.025275391868706226,0.6539711950146506,-1.1891985078154317,-0.2717952815914408,1.0
1993-11-17,-1.0368030322056652,1.157068456381974,-1.0872510088487626,-1.1467566161371188,-0.616542417029111,0.5789871496611995,1.361136636152064,0.06310151550086242,0.6945798544894471,-0.7151463633776701,0.7085617736663036,-0.6171419636086812,1.0
1993-12-22,-1.0945011547822021,0.7900689990338843,-0.7957534021763667,-0.8457663706204959,-0.9112537369927985,-0.207110757750008,1.0796564314866328,0.431905003938757,0.3450371121159232,-0.08391227240907337,0.42865619527879645,-0.3292850741578883,1.0
1994-02-04,0.11589664230820597,0.5787964801710362,0.51756997728204,-0.6373766942306723,-1.7747840620880198,-0.5777418080034897,0.8167655397228027,-0.018901764615982076,0.3774222161108134,-0.3494699099789152,0.6791567589269103,0.5508023125807745,2.0
1994-03-22,-1.8475023907120383,-0.7865789986862639,0.35876499419678987,-0.2763228457333061,-0.6068610969683448,1.4102746836744715,-0.005924803886865477,0.41615645066076007,1.0478831683516217,2.118510465537825,-1.0048186463886717,-0.39926198018122533,2.0
1994-05-17,-2.428120817042384,-1.1607031813188187,0.7707599778896532,-0.8968341308810976,-1.2754701652352871,2.900273444245683,-0.08938870709754113,-0.10779782580686403,1.1162896220780882,0.6681549740586447,-0.9936630124452784,0.5591725007299752,2.0
1994-07-06,-2.2745621244157026,-1.4027568141283806,1.2616258222284724,-0.7199610261697067,-1.808804064584907,2.5381019144323265,0.11435267142967896,-0.07567563252419429,1.1323616884638514,0.6175912773964691,-0.37953663437958796,1.4169752909782698,1.0
1994-08-16,-0.8717238783159971,0.21914949835595368,-0.48182390612283343,-1.0562592244976794,-1.3467049494717098,-1.1451332602672863,0.4175376443156296,-0.3145440301451112,0.38151772396809835,0.12467056068983431,-0.8601412964405022,0.021902293151403036,2.0
1994-09-27,-2.3896047405716794,-1.5676285783671329,1.1190533581522601,-1.1763164095759815,-1.4944572005599621,1.9253890299402836,-0.3233405295528805,-0.30186165810328175,0.7253407095064177,1.4783481169679262,-1.4150304937090286,0.721670389995323,1.0
1994-11-15,-0.8891829226585168,-0.024687478147929782,-0.6908516365707834,-0.8005557574358163,-1.5346895350590455,-0.6525703159681816,1.0511650679366626,-0.2363627205017045,0.07523299544558695,0.011723930400910942,-0.29454223140297947,0.4841806198081954,2.0
1994-12-20,-2.619943841813856,-1.7830852504954486,1.9213004441333925,-1.2113180102984875,-2.1107841285358893,2.77247479469606,0.3161498872309955,-0.8619130789533682,0.8045283371759582,0.6102262059774729,0.4466102291995884,-0.10184630485280395,1.0
1995-02-01,-0.02890874285475152,-0.36296874375787896,0.031370230795143006,-1.0257876469718108,-1.8427805336294523,-1.1585511605971945,0.8183950852976297,-0.22357549730568058,0.3137684271980458,-0.14766441297707794,-0.9698462413577085,0.3172254729682008,2.0
1995-03-28,-0.9896108390150481,-1.8378960881047366,1.0819073672893265,-0.9352771955430175,-1.9544977567416293,2.163389138982411,0.39342459234178484,0.024649679683583208,0.4831395053172241,1.0042409987913867,-1.8207710498939602,1.6894574879921465,1.0
1995-05-23,0.36801708231521024,-0.007495854482367076,-0.14346450084398413,-1.1814939434681515,-1.8628212062527973,-0.4707953920746887,1.4002614518993675,-0.09410500822101181,0.11540892249011178,-0.17990445757746987,-0.45923471229932483,0.1376711471400459,1.0
1995-07-06,0.17469510956816892,0.2239854083951102,-0.5824609174202277,-1.006200704305746,-1.8484290509561845,-0.1990800124993415,1.5184297229779327,0.19617671788189572,-0.1464650942723028,-0.07355802376365808,-0.448859446463898,0.4734353138172026,0.0
1995-08-22,0.9528726131455403,-0.4234722115893745,-2.762853983824868,-0.37130138250734757,0.47752676410265255,-0.15364023114525902,1.7980023911262788,-1.4794552570738164,2.635044963735128,0.9069128924691525,-0.08815170337146763,0.4879526862740735,1.0
1995-09-26,-0.26489621866131,0.22810405591325048,-0.5149330919407408,-1.3546887590045509,-1.6553094991901236,-0.36264999182277086,1.492792021074522,-0.7344032622025413,0.5199021609049358,-0.8837755570488403,0.8714277403344598,-0.16514210945501553,1.0
1995-11-15,-0.06401377930713073,-0.008802275821601164,-0.43375533289634277,-0.7960325810883352,-1.8910253424449246,-0.8339949798865421,1.2436706192438256,0.22227130168689765,-0.20123940906319115,0.5849639377878624,-0.5633240606616584,0.03255224133681379,1.0
1995-12-19,-0.25760499549123306,0.3182552595117332,-0.831354095767945,-0.7174052998043465,-1.6113296187488568,-0.2734773270733505,1.783597662476883,0.20267681451455383,-0.05693932499889494,0.07836054706881432,0.43687898974139566,-0.06903319767974617,0.0
1996-01-31,1.7485705319229592,-0.6963360414425621,-1.9777713285883236,0.004829771371675178,-0.09918083764273294,-0.5542577999651175,1.6452390254383868,-1.1702520384766308,2.2819545331771636,1.2917583423023244,-0.14517076063625448,0.3853301301258185,0.0
1996-03-26,1.1730880323454063,-0.5803684527155835,-2.0931570775049813,0.2113748248474198,0.11268868335226766,-0.6160957763362239,1.5955096568234541,-0.9844167389593985,1.965134634630199,1.8708647357956834,-0.05906212431214049,1.0130052973967807,1.0
1996-05-21,-0.9114750733056887,0.19667380812112192,-1.1241647967206827,-0.8962732126420729,-1.3158867444562214,-0.24583138367402105,1.3068392698388542,-0.37534443968024817,0.35628035079701686,-0.019192919155005837,-0.36533155033168013,-0.7926802843618478,1.0
1996-07-03,-0.45006588982920404,0.02064676990340578,-0.6215697529594981,-0.8137204938588208,-1.585765559730457,-0.4176743767328644,1.2446026073336995,-0.14295344771920335,0.47038516675203157,-0.5379041381870358,-0.2680972556094234,0.03773339514496716,1.0
1996-08-20,-0.5257973835918434,-0.13877377040092967,-0.5835684375242433,-0.566857372893784,-1.8655697912560032,-0.9003319715154241,1.0083953537854788,-0.08564874788166454,-0.25380323533180493,1.0104206155480373,-0.8248889860636622,-0.2304255323711335,1.0
1996-09-24,-0.5081207890554857,0.09802413962259375,-0.6125848017532033,-0.8802342185950632,-1.5315486097055835,-0.7091198515445055,1.1088544361150001,-0.3562073567926884,0.03822454038580461,0.3288648215333633,-0.3660658389938006,-0.3580769195831604,1.0
1996-11-13,-1.598056832402985,0.08467439526543645,-1.9632953860790605,-1.247581182314167,-0.9150147984190888,0.06614432581722765,1.2579454702714155,-0.6085046983102086,0.6678684695219036,-1.1449272093908505,-0.5587080769862214,0.14038646475394875,1.0
1996-12-17,-0.7898574496968088,0.04270127629472035,-0.8544084359728753,-1.2646278520322165,-1.562859608612956,-0.6272947216632092,0.8531310243738477,-0.4270989213930255,0.6901382357410439,-0.8048685413876487,-0.47831630485584264,0.6513577083712655,1.0
1997-02-05,-0.3559144685555242,-0.06507972074853403,-0.12872197579826686,-0.8263788905652628,-2.062800802013636,-1.3257312916886852,1.1946945186239062,-0.4967179058204185,-0.28924547263639744,0.22121177133461453,0.9250574768638934,0.13877032392363273,1.0
1997-03-25,-0.7102917833514532,0.0006932981370653512,-0.7226968724369148,-0.5490756983193215,-1.5601205059405572,-0.6205153775985112,1.586613620393598,-0.1047400494518072,0.1718285232174794,-0.17509533864951804,0.6382590520304777,-0.6014998808066703,2.0
1997-05-20,-1.850005788864407,-1.554335109540377,-0.12520019238938448,-0.3021494416903956,-1.953708264533841,2.634635227287024,0.9023468636661224,-0.7606364837340845,1.354147280786362,0.7060498243897703,-0.44470284606780247,0.4216371369628929,1.0
1997-07-02,-0.8019405161710907,0.02214247505735537,-1.0617761803810624,-0.47693700711277537,-1.9564231762797022,-0.4907457950239413,1.2460191760334887,0.0181988909148366,0.7726775920614207,-0.5145279246135761,-0.7183208195951183,0.39416888914397297,1.0
1997-08-19,-0.9621853313810262,0.1193951960907236,-0.976116939205303,-0.2132174586422849,-2.150534617356019,-0.8074555428199847,1.8027943154008033,-0.501034141746726,-0.028261195694758115,-0.4527667426802782,1.5387550806686794,0.21577114828922808,1.0
1997-09-30,-0.8162272756035127,-0.29949155858171556,-0.9855007566020376,-0.14607517789008967,-1.8330228423588801,-0.6608828182966571,1.1976935428948712,0.2967932573267412,0.4696079499277356,0.019935144433090114,-1.2923083737857861,-0.247165554087103,1.0
1997-11-12,-0.2648891683588618,-0.27007663730467724,-0.45681966810434776,0.3073225659714698,-2.6614540839624787,-0.6592017169973962,1.4289398230985524,0.13934064277568198,-0.2957106738098254,0.6669104270793803,-0.2933349118074118,0.19928836748339732,1.0
1997-12-16,-0.5759440057234163,0.022180233602325825,-0.8397281414314773,0.36260341655917494,-2.1589833100630726,-0.5143981592648484,1.6275646255854643,0.11068120423709343,0.13536653238267551,0.2656663567054456,0.10970936721838803,-0.2871549814952576,1.0
1998-02-04,0.059060092746337514,-0.09992540340993902,-0.31489830606288943,0.36787529714851885,-2.606538989401193,0.04439682478056153,1.7019704215553006,-0.1488939152023118,0.865693155054034,-0.7467297282569362,0.29080812251522675,-0.563958639701886,1.0
1998-03-31,-0.5296121430945483,0.15983436010184426,-0.8162929061024152,0.4454856910854632,-2.1351664797180887,-0.748712952775779,1.3866687919192553,0.2964288997806993,0.5708552125362594,0.3864559075270966,-0.6350034479708359,-0.23507144754782455,1.0
1998-05-19,-0.6494896154219469,-0.2322011425426046,-0.6549601235531107,0.7578177157394407,-2.048777462207757,-1.0673817050896053,1.4490684499557358,0.040566663724177915,0.01682066579340162,0.8977281257180376,-0.5405279335654537,-0.29816877233514877,1.0
1998-07-01,-0.2848951619864834,-0.17478196334120624,-0.47505416839179215,0.6496096207204056,-2.0367202399176922,-0.6015255749097406,1.6220563488738222,0.06132953396466898,0.4935531149273868,0.2393260038394006,-0.236793414430994,-1.371851931623105,1.0
1998-08-18,-0.2641407464807186,-0.4600563278613485,-0.4787027167480393,0.12676312367840128,-1.6893071440951213,-0.5860178271098826,1.4644635972009203,-0.0933532483990564,0.8966145635591931,-0.7968309217438715,-0.6279235834028096,-1.0716825441628863,1.0
1998-09-29,-0.1731095817814284,-0.4518750774835169,-0.6468495168855718,0.6500895039222259,-2.0794897796996876,-0.23344244408571857,1.6269845522288537,0.39762874068457493,0.3404028938034942,0.10028016575813617,-0.8571542357954617,-0.22790270584790523,0.0
1998-11-17,0.6375024105419558,-0.5733994890859533,-3.373607612506171,1.382721012538305,0.21127255074851634,-0.5739475606682365,1.6268668551050365,-0.8873678763440196,3.2682271775188365,1.262135368152676,-0.8758363672637992,1.0990843056861055,0.0
1998-12-22,0.6253422038566224,-0.5985150557702839,-2.9193722621267693,1.6294344242214176,0.0702213173230599,-1.2483081957544597,1.5493674220557134,-1.0794006391118052,3.026659974752151,1.39258617371934,0.4010091907753531,0.9927150002106047,1.0
1999-02-03,-0.38322967147617565,-0.2820698894450176,-0.004862998413362802,0.5652155751480761,-2.216923499519179,-1.6522143712959532,0.6861201456747922,0.13081427900510717,0.2423334060860303,0.6092749713653874,-0.2852485096877033,0.037329950708240696,1.0
1999-03-30,-0.7049642839606013,0.011751103222762658,-0.5960714964207817,0.5905887431052339,-1.9301091149066307,-0.6239378348378795,1.4422217777884283,-0.04888821488374582,0.3614300888612795,0.034715317171397066,0.693158349877551,-0.6527560425310184,1.0
1999-05-18,-1.1410600471725538,-0.16753590541661492,-0.8060038116615286,0.5619438013745299,-1.629110333365491,-0.9007988708409873,1.1438628272741849,-0.2703110224945406,0.5124055731011329,0.042873838342551186,-0.08783745895514379,-0.21736766360722382,1.0
1999-06-30,-0.8620986406411729,-0.13283714712308006,-0.5454266674130064,0.6858679197476277,-1.8424360796166912,-0.6760232362635407,1.4549735399331705,-0.29128091959596425,0.573960450330139,-0.09757082230298986,0.6132699479621764,-0.8758950951195933,2.0
1999-08-24,-2.4907072795884924,-1.9409772238357368,-0.24474180393370198,0.8991983427595376,-1.431521976791493,1.779210193555361,0.38648686232952034,-0.38394831374551863,1.3022092261290994,1.5125386319584444,-1.5855242739692188,-0.19053659798422568,2.0
1999-10-05,-2.112614266100079,-1.9889840700446029,0.5583592514660191,0.7821464570983087,-1.8593823630897819,1.611401222347635,0.48548682701219076,-0.5730147944468328,1.5034936583147864,0.7739996637887478,-0.20865277514153546,0.2740753107845445,1.0
1999-11-16,-1.5978897044249905,-0.5494318004022567,-1.062084740335211,0.3695405168416708,-1.5286064177584386,-1.4284118152369563,0.9013115791668252,-0.44611172579829095,0.6330861338965211,-0.14773112333608496,-0.6605472159689986,-0.19560504816971191,2.0
1999-12-21,-2.745328406155783,-2.0506249960687333,0.335006464476591,0.6814667488993575,-1.459888030315598,1.0154743753854616,0.6008392093379548,-0.5846494613805368,1.3081244197480373,1.127489980602195,0.29899336533566706,0.2358069343280507,1.0
2000-02-02,-1.0597990672890767,-1.1545353158542841,-0.16307008811309906,0.5683603067653453,-1.801312035828413,-2.063379605432468,0.9366649561792424,-0.5267670326535544,0.24166990103876632,0.16102080748687364,-0.17592933619144557,-0.03082601075267662,2.0
2000-03-21,-1.9129436552642385,-2.8980999636008806,1.3258392091893512,0.29748799376620305,-1.315873830838916,0.6081172029503278,0.44222448832386035,-1.359150176870126,1.3487722623880587,0.8975177677748294,-0.15378693030792462,-0.9709287464152705,2.0
2000-05-16,-2.284469485024086,-2.711871406475089,0.16653199532170848,0.29347354097693923,-1.384841193551451,2.023822289090042,1.5403367610547656,-1.626142232545471,1.6126329376732145,-0.3516700136703424,0.8439127175396363,-1.0746968125320333,2.0
2000-06-28,-2.5062841652477976,-3.171312762699187,0.9136638103916934,0.5546031581195313,-1.9326804162339704,1.7796057246216388,0.8127373464917758,0.20743098755577546,1.239830978862867,0.4206546513659144,-1.6736968733869104,1.2284446836835379,1.0
2000-08-22,-0.3047718208709322,-1.4403730441700338,0.11104731007957194,0.4444425611797076,-2.3382411558057097,-1.6087568272522643,1.9423869027541933,-0.4609730041797546,0.2096260794327873,-0.2864828042584211,0.7131099975956805,-0.6834467060973032,1.0
2000-10-03,-0.8522019938350631,-1.3844140046004043,-0.43053935719777053,0.4271000969572052,-1.646164708270832,-1.3632873065285,2.135074826441968,-0.6280148133547777,0.21681204674218,-0.13159926894630974,0.33483868938809397,-1.5141139849959648,1.0
2000-11-15,0.1365941009282955,-1.8145813119710756,0.3126842090103119,0.4592540825823124,-1.9892070212863582,-1.3272655281799142,2.165660283572538,-0.19203983056105647,0.23680578717819953,-0.18038456384827029,-0.5814858515150583,-2.001015522019459,1.0
